#Graph gt5.kmer27.(2395000.2400000).V9.E14.mincyc2
14,14,5
edge_variables>=1:         9
preprocess_safety:         0.000871873926371336
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       14
solved_safety: True
#Graph gt5.kmer27.(585000.590000).V22.E32.mincyc16
32,32,5
time_default: 0.23309310991317034
solved_default: True
time_safety:               0.10743961180560291
edge_variables=1:          22
edge_variables>=1:         4
preprocess_safety:         0.0014033850748091936
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       19
solved_safety: True
#Graph gt5.kmer27.(2825000.2830000).V21.E31.mincyc48
31,31,5
time_default: 0.1591489091515541
solved_default: True
time_safety:               0.11046622809953988
edge_variables=1:          19
edge_variables>=1:         9
preprocess_safety:         0.0014605338219553232
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       22
solved_safety: True
#Graph gt5.kmer27.(3490000.3495000).V9.E14.mincyc2
14,14,5
time_default: 0.08066072291694582
solved_default: True
time_safety:               0.06172964605502784
edge_variables=1:          20
edge_variables>=1:         4
preprocess_safety:         0.0005278349854052067
number_of_nontrivial_SCCs: 2
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(4135000.4140000).V22.E31.mincyc32
31,31,5
time_default: 0.18421627301722765
solved_default: True
time_safety:               0.12409412791021168
edge_variables=1:          19
edge_variables>=1:         13
preprocess_safety:         0.0012809038162231445
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       22
solved_safety: True
#Graph gt5.kmer27.(2235000.2240000).V8.E13.mincyc2
13,13,5
time_default: 0.0802258828189224
solved_default: True
time_safety:               0.05413821502588689
edge_variables=1:          19
edge_variables>=1:         6
preprocess_safety:         0.0004258919507265091
number_of_nontrivial_SCCs: 2
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(3155000.3160000).V9.E14.mincyc2
14,14,5
time_default: 0.06255810684524477
solved_default: True
time_safety:               0.0503570178989321
edge_variables=1:          19
edge_variables>=1:         6
preprocess_safety:         0.00047736987471580505
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       5
solved_safety: True
#Graph gt5.kmer27.(35000.40000).V271.E378.mincyc2
378,378,4
time_default: 2.2408620270434767
solved_default: True
time_safety:               1.7253629099577665
edge_variables=1:          179
edge_variables>=1:         3
preprocess_safety:         0.04820226598531008
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       7
solved_safety: True
#Graph gt5.kmer27.(1400000.1405000).V7.E11.mincyc1
11,11,5
time_default: 0.04997366503812373
solved_default: True
time_safety:               0.04144035908393562
edge_variables=1:          19
edge_variables>=1:         3
preprocess_safety:         0.00039117690175771713
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(3060000.3065000).V10.E15.mincyc2
15,15,5
time_default: 0.06943307700566947
solved_default: True
time_safety:               0.063374426914379
edge_variables=1:          19
edge_variables>=1:         5
preprocess_safety:         0.0005478230305016041
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       6
solved_safety: True
#Graph gt5.kmer27.(270000.275000).V12.E18.mincyc5
18,18,4
time_default: 0.083693329943344
solved_default: True
time_safety:               0.05919804307632148
edge_variables=1:          15
edge_variables>=1:         7
preprocess_safety:         0.0007167512085288763
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       11
solved_safety: True
#Graph gt5.kmer27.(1980000.1985000).V8.E13.mincyc2
13,13,5
time_default: 0.049557078862562776
solved_default: True
time_safety:               0.044006976997479796
edge_variables=1:          20
edge_variables>=1:         3
preprocess_safety:         0.00042239599861204624
number_of_nontrivial_SCCs: 2
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(3930000.3935000).V16.E23.mincyc8
23,23,5
time_default: 0.10279191192239523
solved_default: True
time_safety:               0.07436518487520516
edge_variables=1:          19
edge_variables>=1:         9
preprocess_safety:         0.0008705710060894489
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       14
solved_safety: True
#Graph gt5.kmer27.(2405000.2410000).V15.E23.mincyc7
23,23,5
time_default: 0.17098790709860623
solved_default: True
time_safety:               0.08298394200392067
edge_variables=1:          19
edge_variables>=1:         8
preprocess_safety:         0.000932138180360198
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       14
solved_safety: True
#Graph gt5.kmer27.(670000.675000).V13.E19.mincyc1
19,19,5
time_default: 0.06982644903473556
solved_default: True
time_safety:               0.06292314594611526
edge_variables=1:          24
edge_variables>=1:         2
preprocess_safety:         0.0006398661062121391
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(4155000.4160000).V10.E16.mincyc3
16,16,5
time_default: 0.063332136021927
solved_default: True
time_safety:               0.05299864709377289
edge_variables=1:          19
edge_variables>=1:         6
preprocess_safety:         0.0005424120463430882
number_of_nontrivial_SCCs: 2
size_of_largest_SCC:       6
solved_safety: True
#Graph gt5.kmer27.(4505000.4510000).V6.E10.mincyc1
10,10,5
time_default: 0.03946902207098901
solved_default: True
time_safety:               0.04415633901953697
edge_variables=1:          19
edge_variables>=1:         1
preprocess_safety:         0.00033074384555220604
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       1
solved_safety: True
#Graph gt5.kmer27.(4265000.4270000).V7.E11.mincyc1
11,11,5
time_default: 0.05443827109411359
solved_default: True
time_safety:               0.046186395920813084
edge_variables=1:          19
edge_variables>=1:         3
preprocess_safety:         0.0003674430772662163
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(2525000.2530000).V9.E15.mincyc2
15,15,5
time_default: 0.0676275440491736
solved_default: True
time_safety:               0.053401435958221555
edge_variables=1:          18
edge_variables>=1:         4
preprocess_safety:         0.0005413508042693138
number_of_nontrivial_SCCs: 2
size_of_largest_SCC:       3
solved_safety: True
#Graph gt5.kmer27.(3070000.3075000).V7.E11.mincyc1
11,11,5
time_default: 0.0508592939004302
solved_default: True
time_safety:               0.0411151060834527
edge_variables=1:          19
edge_variables>=1:         3
preprocess_safety:         0.00037713092751801014
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(4390000.4395000).V10.E15.mincyc2
15,15,5
time_default: 0.06042891391552985
solved_default: True
time_safety:               0.04999424400739372
edge_variables=1:          19
edge_variables>=1:         6
preprocess_safety:         0.0005126169417053461
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       6
solved_safety: True
#Graph gt5.kmer27.(3570000.3575000).V7.E11.mincyc1
11,11,5
time_default: 0.05254674609750509
solved_default: True
time_safety:               0.04100121115334332
edge_variables=1:          19
edge_variables>=1:         3
preprocess_safety:         0.0003726920112967491
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(2950000.2955000).V16.E23.mincyc8
23,23,5
time_default: 0.09304212289862335
solved_default: True
time_safety:               0.06892187404446304
edge_variables=1:          19
edge_variables>=1:         9
preprocess_safety:         0.0009020101279020309
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       14
solved_safety: True
#Graph gt5.kmer27.(1155000.1160000).V61.E84.mincyc2
84,84,5
time_default: 0.3309046649374068
solved_default: True
time_safety:               0.2848588339984417
edge_variables=1:          50
edge_variables>=1:         5
preprocess_safety:         0.004203212913125753
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       6
solved_safety: True
#Graph gt5.kmer27.(3190000.3195000).V7.E12.mincyc2
12,12,5
time_default: 0.052008230006322265
solved_default: True
time_safety:               0.04106093407608569
edge_variables=1:          19
edge_variables>=1:         4
preprocess_safety:         0.0003940630704164505
number_of_nontrivial_SCCs: 2
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(4380000.4385000).V7.E11.mincyc1
11,11,5
time_default: 0.04503394314087927
solved_default: True
time_safety:               0.046768503030762076
edge_variables=1:          19
edge_variables>=1:         3
preprocess_safety:         0.00037552788853645325
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(2420000.2425000).V7.E11.mincyc1
11,11,5
time_default: 0.04664074187166989
solved_default: True
time_safety:               0.04088069312274456
edge_variables=1:          19
edge_variables>=1:         3
preprocess_safety:         0.0003899349831044674
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(655000.660000).V18.E27.mincyc4
27,27,5
time_default: 0.1327665268909186
solved_default: True
time_safety:               0.09551039594225585
edge_variables=1:          22
edge_variables>=1:         8
preprocess_safety:         0.0010336590930819511
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       11
solved_safety: True
#Graph gt5.kmer27.(340000.345000).V8.E13.mincyc2
13,13,4
time_default: 0.04597454611212015
solved_default: True
time_safety:               0.0397201559972018
edge_variables=1:          16
edge_variables>=1:         4
preprocess_safety:         0.0004516409244388342
number_of_nontrivial_SCCs: 2
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(3390000.3395000).V11.E17.mincyc3
17,17,5
time_default: 0.1137631949968636
solved_default: True
time_safety:               0.06130772992037237
edge_variables=1:          19
edge_variables>=1:         10
preprocess_safety:         0.0006449660286307335
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       8
solved_safety: True
#Graph gt5.kmer27.(65000.70000).V254.E365.mincyc8
365,365,4
time_default: 2.5929543480742723
solved_default: True
time_safety:               1.953613094985485
edge_variables=1:          112
edge_variables>=1:         3
preprocess_safety:         0.04374966211616993
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       19
solved_safety: True
#Graph gt5.kmer27.(3050000.3055000).V7.E11.mincyc1
11,11,5
time_default: 0.04366189707070589
solved_default: True
time_safety:               0.03829957894049585
edge_variables=1:          19
edge_variables>=1:         3
preprocess_safety:         0.0003878911957144737
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(300000.305000).V8.E12.mincyc1
12,12,5
time_default: 0.04944073990918696
solved_default: True
time_safety:               0.04183658608235419
edge_variables=1:          22
edge_variables>=1:         2
preprocess_safety:         0.00042976997792720795
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(125000.130000).V138.E188.mincyc4
188,188,4
time_default: 0.7800651569850743
solved_default: True
time_safety:               0.6640292890369892
edge_variables=1:          106
edge_variables>=1:         3
preprocess_safety:         0.014684953028336167
number_of_nontrivial_SCCs: 3
size_of_largest_SCC:       5
solved_safety: True
#Graph gt5.kmer27.(2210000.2215000).V7.E11.mincyc1
11,11,5
time_default: 0.04683972708880901
solved_default: True
time_safety:               0.04681636416353285
edge_variables=1:          19
edge_variables>=1:         3
preprocess_safety:         0.0003920190501958132
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(4445000.4450000).V7.E11.mincyc1
11,11,5
time_default: 0.04711830313317478
solved_default: True
time_safety:               0.04114124504849315
edge_variables=1:          19
edge_variables>=1:         3
preprocess_safety:         0.0003726431168615818
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(675000.680000).V9.E14.mincyc1
14,14,5
time_default: 0.06350165698677301
solved_default: True
time_safety:               0.057278584921732545
edge_variables=1:          20
edge_variables>=1:         3
preprocess_safety:         0.0004671309143304825
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(2790000.2795000).V19.E27.mincyc16
27,27,5
time_default: 0.1367791921366006
solved_default: True
time_safety:               0.10002758190967143
edge_variables=1:          19
edge_variables>=1:         11
preprocess_safety:         0.0010603182017803192
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       18
solved_safety: True
#Graph gt5.kmer27.(60000.65000).V192.E263.mincyc1
263,263,5
time_default: 2.9011525879614055
solved_default: True
time_safety:               1.8170541990548372
edge_variables=1:          114
edge_variables>=1:         0
preprocess_safety:         0.026077198097482324
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(3340000.3345000).V7.E11.mincyc1
11,11,5
time_default: 0.044215159956365824
solved_default: True
time_safety:               0.038281074026599526
edge_variables=1:          19
edge_variables>=1:         3
preprocess_safety:         0.00038286205381155014
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(335000.340000).V6.E9.mincyc1
9,9,4
time_default: 0.027883162023499608
solved_default: True
time_safety:               0.02564365090802312
edge_variables=1:          15
edge_variables>=1:         3
preprocess_safety:         0.00031750788912177086
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(505000.510000).V12.E18.mincyc2
18,18,5
time_default: 0.074898632010445
solved_default: True
time_safety:               0.06371300481259823
edge_variables=1:          20
edge_variables>=1:         5
preprocess_safety:         0.0006192470900714397
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       6
solved_safety: True
#Graph gt5.kmer27.(940000.945000).V15.E22.mincyc2
22,22,5
time_default: 0.09199037100188434
solved_default: True
time_safety:               0.08706389390863478
edge_variables=1:          22
edge_variables>=1:         5
preprocess_safety:         0.0007651231717318296
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       6
solved_safety: True
#Graph gt5.kmer27.(2875000.2880000).V18.E30.mincyc9
30,30,5
time_default: 0.21793762501329184
solved_default: True
time_safety:               0.1047045688610524
edge_variables=1:          19
edge_variables>=1:         12
preprocess_safety:         0.0012185468804091215
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       21
solved_safety: True
#Graph gt5.kmer27.(2670000.2675000).V17.E26.mincyc18
26,26,5
time_default: 0.12890700297430158
solved_default: True
time_safety:               0.08605102496221662
edge_variables=1:          19
edge_variables>=1:         8
preprocess_safety:         0.0010969380382448435
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       17
solved_safety: True
#Graph gt5.kmer27.(3375000.3380000).V7.E11.mincyc1
11,11,5
time_default: 0.05389382503926754
solved_default: True
time_safety:               0.038942660903558135
edge_variables=1:          19
edge_variables>=1:         3
preprocess_safety:         0.00036634993739426136
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(2115000.2120000).V10.E15.mincyc2
15,15,5
time_default: 0.06111414707265794
solved_default: True
time_safety:               0.050173663068562746
edge_variables=1:          19
edge_variables>=1:         5
preprocess_safety:         0.0005585630424320698
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       6
solved_safety: True
#Graph gt5.kmer27.(2345000.2350000).V10.E16.mincyc3
16,16,5
time_default: 0.07353167491964996
solved_default: True
time_safety:               0.052899070084095
edge_variables=1:          19
edge_variables>=1:         6
preprocess_safety:         0.0005868168082088232
number_of_nontrivial_SCCs: 2
size_of_largest_SCC:       5
solved_safety: True
#Graph gt5.kmer27.(2840000.2845000).V7.E11.mincyc1
11,11,5
time_default: 0.047788897063583136
solved_default: True
time_safety:               0.040871046017855406
edge_variables=1:          19
edge_variables>=1:         3
preprocess_safety:         0.00036435690708458424
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(2930000.2935000).V6.E10.mincyc1
10,10,5
time_default: 0.03952348604798317
solved_default: True
time_safety:               0.037623124197125435
edge_variables=1:          19
edge_variables>=1:         1
preprocess_safety:         0.000327457906678319
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       1
solved_safety: True
#Graph gt5.kmer27.(4225000.4230000).V10.E15.mincyc2
15,15,5
time_default: 0.06525727594271302
solved_default: True
time_safety:               0.05054640513844788
edge_variables=1:          19
edge_variables>=1:         5
preprocess_safety:         0.0005357400514185429
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       6
solved_safety: True
#Graph gt5.kmer27.(1480000.1485000).V7.E11.mincyc1
11,11,5
time_default: 0.04610031400807202
solved_default: True
time_safety:               0.038473577005788684
edge_variables=1:          19
edge_variables>=1:         3
preprocess_safety:         0.00036611990071833134
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(595000.600000).V32.E45.mincyc36
45,45,5
time_default: 0.24083500890992582
solved_default: True
time_safety:               0.18621518416330218
edge_variables=1:          17
edge_variables>=1:         14
preprocess_safety:         0.0022299839183688164
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       24
solved_safety: True
#Graph gt5.kmer27.(3900000.3905000).V7.E11.mincyc1
11,11,5
time_default: 0.04723424091935158
solved_default: True
time_safety:               0.04108312586322427
edge_variables=1:          19
edge_variables>=1:         3
preprocess_safety:         0.0003648879937827587
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(1820000.1825000).V15.E22.mincyc5
22,22,5
time_default: 0.12496347888372838
solved_default: True
time_safety:               0.08303760504350066
edge_variables=1:          20
edge_variables>=1:         8
preprocess_safety:         0.0008194241672754288
number_of_nontrivial_SCCs: 2
size_of_largest_SCC:       10
solved_safety: True
#Graph gt5.kmer27.(2895000.2900000).V21.E31.mincyc48
31,31,5
time_default: 0.5487118891905993
solved_default: True
time_safety:               0.13097595307044685
edge_variables=1:          19
edge_variables>=1:         9
preprocess_safety:         0.0013940278440713882
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       22
solved_safety: True
#Graph gt5.kmer27.(2785000.2790000).V9.E14.mincyc2
14,14,5
time_default: 0.060569098917767406
solved_default: True
time_safety:               0.04709275392815471
edge_variables=1:          19
edge_variables>=1:         6
preprocess_safety:         0.0004901441279798746
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       5
solved_safety: True
#Graph gt5.kmer27.(3510000.3515000).V7.E11.mincyc1
11,11,5
time_default: 0.059033683966845274
solved_default: True
time_safety:               0.04932303889654577
edge_variables=1:          19
edge_variables>=1:         3
preprocess_safety:         0.00037041911855340004
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(3230000.3235000).V9.E14.mincyc2
14,14,5
time_default: 0.059723996091634035
solved_default: True
time_safety:               0.04675326496362686
edge_variables=1:          19
edge_variables>=1:         7
preprocess_safety:         0.0004772001411765814
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       5
solved_safety: True
#Graph gt5.kmer27.(2150000.2155000).V7.E11.mincyc1
11,11,5
time_default: 0.05651649902574718
solved_default: True
time_safety:               0.04466561903245747
edge_variables=1:          19
edge_variables>=1:         3
preprocess_safety:         0.00036774296313524246
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(2620000.2625000).V10.E15.mincyc2
15,15,5
time_default: 0.06468086084350944
solved_default: True
time_safety:               0.05036799889057875
edge_variables=1:          19
edge_variables>=1:         5
preprocess_safety:         0.0005320732016116381
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       6
solved_safety: True
#Graph gt5.kmer27.(3245000.3250000).V11.E17.mincyc3
17,17,5
time_default: 0.07004235708154738
solved_default: True
time_safety:               0.05196070112287998
edge_variables=1:          20
edge_variables>=1:         7
preprocess_safety:         0.0005747131071984768
number_of_nontrivial_SCCs: 2
size_of_largest_SCC:       5
solved_safety: True
#Graph gt5.kmer27.(1715000.1720000).V22.E31.mincyc32
31,31,5
time_default: 0.1372048461344093
solved_default: True
time_safety:               0.10799127398058772
edge_variables=1:          19
edge_variables>=1:         13
preprocess_safety:         0.0013043289072811604
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       22
solved_safety: True
#Graph gt5.kmer27.(1725000.1730000).V6.E10.mincyc1
10,10,5
time_default: 0.0668162158690393
solved_default: True
time_safety:               0.06309300707653165
edge_variables=1:          19
edge_variables>=1:         1
preprocess_safety:         0.00033846800215542316
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       1
solved_safety: True
#Graph gt5.kmer27.(2440000.2445000).V7.E11.mincyc1
11,11,5
time_default: 0.04331100615672767
solved_default: True
time_safety:               0.038298035971820354
edge_variables=1:          19
edge_variables>=1:         3
preprocess_safety:         0.0003852460067719221
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(2870000.2875000).V7.E11.mincyc1
11,11,5
time_default: 0.04703579703345895
solved_default: True
time_safety:               0.04095445410348475
edge_variables=1:          19
edge_variables>=1:         3
preprocess_safety:         0.0003690151497721672
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(2880000.2885000).V16.E23.mincyc8
23,23,5
time_default: 0.12111420300789177
solved_default: True
time_safety:               0.07531395391561091
edge_variables=1:          19
edge_variables>=1:         9
preprocess_safety:         0.0008806700352579355
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       14
solved_safety: True
#Graph gt5.kmer27.(3270000.3275000).V10.E15.mincyc2
15,15,5
time_default: 0.06391704990528524
solved_default: True
time_safety:               0.050119511084631085
edge_variables=1:          19
edge_variables>=1:         5
preprocess_safety:         0.0005213129334151745
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       6
solved_safety: True
#Graph gt5.kmer27.(245000.250000).V35.E49.mincyc3
49,49,5
time_default: 0.22644892008975148
solved_default: True
time_safety:               0.20181839796714485
edge_variables=1:          37
edge_variables>=1:         7
preprocess_safety:         0.0020397950429469347
number_of_nontrivial_SCCs: 2
size_of_largest_SCC:       6
solved_safety: True
#Graph gt5.kmer27.(3595000.3600000).V8.E15.mincyc3
15,15,5
time_default: 0.0680266278795898
solved_default: True
time_safety:               0.04636279912665486
edge_variables=1:          17
edge_variables>=1:         5
preprocess_safety:         0.0005199010483920574
number_of_nontrivial_SCCs: 2
size_of_largest_SCC:       4
solved_safety: True
#Graph gt5.kmer27.(3010000.3015000).V7.E11.mincyc1
11,11,5
time_default: 0.04947372293099761
solved_default: True
time_safety:               0.041055402951315045
edge_variables=1:          19
edge_variables>=1:         3
preprocess_safety:         0.0003765199799090624
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(1965000.1970000).V7.E11.mincyc1
11,11,5
time_default: 0.04943551099859178
solved_default: True
time_safety:               0.04091669199988246
edge_variables=1:          19
edge_variables>=1:         3
preprocess_safety:         0.0003754978533834219
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       2
solved_safety: True
#Graph gt5.kmer27.(315000.320000).V12.E19.mincyc7
19,19,4
time_default: 0.1025575720705092
solved_default: True
time_safety:               0.059124886989593506
edge_variables=1:          15
edge_variables>=1:         4
preprocess_safety:         0.0008606130722910166
number_of_nontrivial_SCCs: 1
size_of_largest_SCC:       12
solved_safety: True
